Loan ID,Issue Date,Borrower ID,State,Loan Amount,Interest Rate,Term (Months),Loan Status,Loan Grade,Loan Intent,Annual Income,Home Ownership,DTI,LTV,Total Payments Received,Recovery Amount
L0865,2023-08-27,B0865,IL,22932,7.1,60,Fully Paid,A,home improvement,50566,MORTGAGE,0.2,0.9,24560.17,0.0
L0866,2021-07-21,B0866,OH,35594,15.0,60,Fully Paid,B,credit card,97766,RENT,0.31,0.76,40933.1,0.0
L0867,2021-11-09,B0867,GA,12421,12.7,60,Fully Paid,C,other,36511,RENT,0.17,0.66,13998.47,0.0
L0868,2021-04-27,B0868,CA,8629,22.3,36,Current,A,credit card,144816,OWN,0.17,0.87,510.03,0.0
L0869,2023-07-26,B0869,TX,9325,14.5,60,Fully Paid,B,home improvement,137765,OWN,0.29,0.72,10677.12,0.0
L0870,2022-07-29,B0870,OH,29495,7.2,36,Current,B,home improvement,148360,RENT,0.11,0.91,8429.58,0.0
L0871,2021-09-01,B0871,TX,32750,17.7,36,Fully Paid,A,debt consolidation,56177,RENT,0.15,0.92,38546.75,0.0
L0872,2022-06-21,B0872,OH,30619,20.4,36,Charged Off,A,home improvement,34765,RENT,0.27,0.57,7701.21,8440.1
L0873,2021-03-16,B0873,NC,9264,5.1,36,Current,D,credit card,50354,RENT,0.13,0.5,2652.86,0.0
L0874,2022-01-21,B0874,TX,13686,22.2,60,Late (31-120 days),A,debt consolidation,53929,MORTGAGE,0.26,0.94,0.0,0.0
L0875,2022-04-20,B0875,OH,25226,8.7,36,Charged Off,F,home improvement,58820,MORTGAGE,0.29,0.91,9893.87,7297.15
L0876,2022-02-22,B0876,FL,7721,16.0,60,Charged Off,A,home improvement,141576,MORTGAGE,0.28,0.52,2883.3,822.57
L0877,2021-12-13,B0877,TX,21609,13.3,36,Charged Off,E,other,59523,RENT,0.45,0.87,3209.24,5044.06
L0878,2022-10-02,B0878,OH,8373,19.4,60,Current,F,debt consolidation,101088,MORTGAGE,0.31,0.71,1808.54,0.0
L0879,2023-07-28,B0879,IL,39675,12.4,60,Fully Paid,F,other,96163,MORTGAGE,0.29,0.62,44594.7,0.0
L0880,2023-08-13,B0880,CA,29937,22.4,60,Fully Paid,E,other,107525,OWN,0.26,0.9,36642.89,0.0
L0881,2023-05-26,B0881,IL,6656,19.6,60,Fully Paid,B,other,43780,OWN,0.43,0.59,7960.58,0.0
L0882,2023-02-02,B0882,NY,9984,18.0,60,Current,B,small business,36589,MORTGAGE,0.46,0.93,2403.95,0.0
L0883,2022-10-26,B0883,OH,30984,20.9,60,Fully Paid,B,other,64812,MORTGAGE,0.44,0.59,37459.66,0.0
L0884,2021-01-25,B0884,PA,9286,20.1,36,Charged Off,A,credit card,123664,MORTGAGE,0.37,0.78,1932.97,2167.49
L0885,2022-12-11,B0885,GA,6901,5.7,60,Late (31-120 days),A,home improvement,75939,RENT,0.15,0.6,0.0,0.0
L0886,2021-06-26,B0886,IL,32552,12.9,36,Fully Paid,E,small business,81493,OWN,0.21,0.75,36751.21,0.0
L0887,2021-10-12,B0887,TX,26709,23.6,60,Fully Paid,C,other,134188,OWN,0.12,0.81,33012.32,0.0
L0888,2021-03-04,B0888,NC,32055,7.5,36,Late (31-120 days),C,home improvement,123326,OWN,0.47,0.59,0.0,0.0
L0889,2023-09-30,B0889,GA,38685,19.7,60,Fully Paid,F,debt consolidation,70953,MORTGAGE,0.36,0.73,46305.94,0.0
L0890,2022-10-24,B0890,PA,9429,24.5,60,Current,D,debt consolidation,95785,RENT,0.4,0.71,3859.51,0.0
L0891,2022-10-28,B0891,MI,15716,6.0,36,Fully Paid,D,home improvement,49309,OWN,0.22,0.53,16658.96,0.0
L0892,2021-06-05,B0892,OH,12138,18.6,60,Current,E,credit card,84195,OWN,0.44,0.87,3469.25,0.0
L0893,2023-12-09,B0893,NC,36298,14.4,60,Fully Paid,A,home improvement,145662,RENT,0.2,0.65,41524.91,0.0
L0894,2023-08-25,B0894,OH,24429,16.6,60,Charged Off,B,home improvement,55901,MORTGAGE,0.1,0.76,6635.65,6328.17
L0895,2023-04-29,B0895,NY,6772,6.7,36,Current,G,small business,53576,MORTGAGE,0.25,0.73,2938.07,0.0
L0896,2022-11-20,B0896,PA,36732,5.9,60,Fully Paid,F,debt consolidation,61508,OWN,0.33,0.73,38899.19,0.0
L0897,2021-05-28,B0897,OH,18347,18.3,36,Fully Paid,F,debt consolidation,104711,OWN,0.29,0.55,21704.5,0.0
L0898,2021-12-08,B0898,TX,17920,21.5,60,Fully Paid,C,other,55464,RENT,0.44,0.69,21772.8,0.0
L0899,2022-04-21,B0899,NY,32822,20.6,60,Late (31-120 days),E,home improvement,90281,OWN,0.14,0.7,0.0,0.0
L0900,2023-12-23,B0900,FL,24563,15.9,36,Current,A,home improvement,46260,RENT,0.32,0.83,10136.36,0.0
L0901,2022-07-15,B0901,MI,8967,7.0,60,Fully Paid,A,credit card,65440,OWN,0.31,0.88,9594.69,0.0
L0902,2021-11-23,B0902,PA,12871,18.8,60,Fully Paid,B,debt consolidation,125082,OWN,0.21,0.75,15290.75,0.0
L0903,2023-09-17,B0903,CA,29763,9.8,36,Fully Paid,C,credit card,135583,OWN,0.43,0.54,32679.77,0.0
L0904,2021-08-03,B0904,NC,12916,23.2,60,Current,B,small business,86683,MORTGAGE,0.4,0.61,1414.24,0.0
L0905,2022-03-11,B0905,IL,9734,21.8,36,Current,B,other,71430,RENT,0.39,0.57,3613.86,0.0
L0906,2023-08-10,B0906,OH,34613,19.2,36,Fully Paid,A,credit card,31987,RENT,0.45,0.56,41258.7,0.0
L0907,2022-12-24,B0907,NC,29179,24.0,36,Current,C,debt consolidation,144778,MORTGAGE,0.39,0.66,7176.47,0.0
L0908,2021-02-01,B0908,NC,36262,5.6,60,Current,E,small business,55105,MORTGAGE,0.19,0.6,6621.15,0.0
L0909,2022-11-01,B0909,CA,13677,19.7,36,Late (31-120 days),D,home improvement,108484,MORTGAGE,0.38,0.6,0.0,0.0
L0910,2021-10-12,B0910,CA,19268,11.6,36,Charged Off,A,small business,148747,RENT,0.22,0.52,2215.93,9626.54
L0911,2022-03-05,B0911,NY,13330,23.1,60,Current,C,credit card,43026,OWN,0.2,0.51,3589.27,0.0
L0912,2021-10-13,B0912,PA,21733,10.3,36,Current,D,debt consolidation,98309,MORTGAGE,0.13,0.55,4562.77,0.0
L0913,2023-11-09,B0913,TX,38947,19.5,60,Fully Paid,C,credit card,75927,MORTGAGE,0.4,0.58,46541.66,0.0
L0914,2021-01-18,B0914,MI,28286,22.6,60,Current,B,home improvement,105414,MORTGAGE,0.38,0.69,4615.73,0.0
L0915,2023-02-08,B0915,CA,7610,5.8,60,Fully Paid,C,home improvement,87535,OWN,0.19,0.73,8051.38,0.0
L0916,2022-08-13,B0916,CA,7430,13.0,60,Fully Paid,G,debt consolidation,72946,OWN,0.4,0.56,8395.9,0.0
L0917,2023-10-07,B0917,IL,14828,20.2,36,Fully Paid,A,other,86561,MORTGAGE,0.47,0.69,17823.26,0.0
L0918,2021-07-13,B0918,FL,32497,14.1,36,Current,B,small business,40377,OWN,0.14,0.65,11783.49,0.0
L0919,2022-05-17,B0919,CA,37618,10.3,36,Fully Paid,B,small business,83592,MORTGAGE,0.19,0.58,41492.65,0.0
L0920,2023-09-15,B0920,FL,27526,9.4,36,Fully Paid,C,home improvement,37347,OWN,0.4,0.5,30113.44,0.0
L0921,2021-04-24,B0921,NY,31158,7.6,36,Fully Paid,A,credit card,63776,RENT,0.21,0.71,33526.01,0.0
L0922,2023-08-05,B0922,TX,26032,22.1,60,Fully Paid,A,credit card,33783,RENT,0.35,0.81,31785.07,0.0
L0923,2023-04-11,B0923,NC,38846,16.5,36,Fully Paid,B,other,85798,OWN,0.13,0.6,45255.59,0.0
L0924,2023-07-14,B0924,CA,30794,6.5,36,Current,F,credit card,34298,RENT,0.28,0.56,12202.69,0.0
L0925,2021-02-24,B0925,OH,6448,12.7,36,Current,D,small business,100204,RENT,0.4,0.9,1032.68,0.0
L0926,2023-03-11,B0926,FL,29861,12.4,60,Fully Paid,D,credit card,116207,RENT,0.37,0.62,33563.76,0.0
L0927,2023-02-17,B0927,IL,29141,8.6,60,Charged Off,E,other,130356,MORTGAGE,0.43,0.6,3346.38,13855.54
L0928,2021-06-11,B0928,MI,10074,13.7,36,Current,A,small business,85161,OWN,0.45,0.89,4351.35,0.0
L0929,2021-03-28,B0929,IL,7406,11.6,60,Fully Paid,E,credit card,90652,OWN,0.41,0.87,8265.1,0.0
L0930,2021-02-24,B0930,CA,32823,11.8,36,Current,C,small business,64484,OWN,0.37,0.7,1788.26,0.0
L0931,2023-10-29,B0931,PA,24291,19.8,36,Late (31-120 days),B,home improvement,128614,RENT,0.11,0.72,0.0,0.0
L0932,2023-04-13,B0932,NC,33003,9.5,60,Fully Paid,E,home improvement,142695,MORTGAGE,0.31,0.6,36138.28,0.0
L0933,2021-11-09,B0933,TX,35406,17.8,60,Fully Paid,E,home improvement,50922,OWN,0.12,0.54,41708.27,0.0
L0934,2023-01-29,B0934,OH,24312,16.4,36,Charged Off,E,credit card,64028,RENT,0.42,0.76,9266.12,2516.62
L0935,2022-03-19,B0935,PA,2382,16.4,36,Current,A,other,141461,MORTGAGE,0.23,0.54,791.85,0.0
L0936,2021-11-24,B0936,IL,35171,18.3,60,Fully Paid,G,small business,50316,MORTGAGE,0.32,0.7,41607.29,0.0
L0937,2023-12-14,B0937,FL,4292,16.0,36,Current,F,debt consolidation,106996,OWN,0.21,0.92,836.21,0.0
L0938,2023-01-31,B0938,FL,34187,22.6,60,Fully Paid,B,home improvement,46968,OWN,0.41,0.93,41913.26,0.0
L0939,2022-08-02,B0939,PA,13411,18.5,36,Charged Off,A,home improvement,60266,RENT,0.45,0.61,2332.75,2064.93
L0940,2023-12-11,B0940,FL,38285,15.9,60,Fully Paid,A,debt consolidation,125745,OWN,0.26,0.78,44372.32,0.0
L0941,2023-10-04,B0941,IL,16422,21.6,36,Fully Paid,G,debt consolidation,54000,RENT,0.45,0.71,19969.15,0.0
L0942,2021-04-06,B0942,PA,33371,17.1,36,Current,C,credit card,44011,MORTGAGE,0.21,0.89,1803.79,0.0
L0943,2023-03-25,B0943,IL,6693,10.8,60,Fully Paid,B,small business,32866,MORTGAGE,0.31,0.62,7415.84,0.0
L0944,2022-05-06,B0944,OH,34535,9.1,36,Fully Paid,B,home improvement,142669,MORTGAGE,0.44,0.5,37677.68,0.0
L0945,2022-03-28,B0945,NC,15818,8.0,36,Current,B,other,35898,MORTGAGE,0.23,0.57,2467.01,0.0
L0946,2021-06-14,B0946,MI,32238,23.0,60,Current,D,credit card,48395,OWN,0.48,0.66,3609.94,0.0
L0947,2021-07-01,B0947,OH,31874,19.2,36,Fully Paid,B,credit card,69019,OWN,0.15,0.64,37993.81,0.0
L0948,2022-04-14,B0948,OH,27715,23.7,36,Current,G,other,133243,RENT,0.11,0.86,9020.53,0.0
L0949,2023-06-29,B0949,FL,28605,17.1,36,Fully Paid,D,other,34006,RENT,0.46,0.81,33496.46,0.0
L0950,2023-01-05,B0950,CA,35317,14.5,60,Fully Paid,E,other,64393,RENT,0.13,0.63,40437.97,0.0
L0951,2023-04-03,B0951,GA,32174,6.2,60,Fully Paid,B,debt consolidation,40956,RENT,0.5,0.71,34168.79,0.0
L0952,2023-08-02,B0952,FL,10956,18.4,60,Fully Paid,A,home improvement,80042,RENT,0.48,0.54,12971.9,0.0
L0953,2021-01-07,B0953,CA,39908,16.6,36,Current,C,debt consolidation,126199,MORTGAGE,0.15,0.9,4986.33,0.0
L0954,2021-11-26,B0954,IL,11837,24.8,36,Fully Paid,B,home improvement,36078,MORTGAGE,0.32,0.92,14772.58,0.0
L0955,2023-02-14,B0955,GA,4716,9.8,36,Current,A,debt consolidation,59631,MORTGAGE,0.17,0.94,1357.66,0.0
L0956,2021-05-31,B0956,FL,5481,15.6,36,Fully Paid,F,small business,125676,RENT,0.27,0.89,6336.04,0.0
L0957,2021-05-27,B0957,GA,25282,18.0,60,Late (31-120 days),B,home improvement,92901,MORTGAGE,0.12,0.58,0.0,0.0
L0958,2023-07-04,B0958,GA,7548,17.9,36,Current,A,credit card,137227,MORTGAGE,0.19,0.52,2381.79,0.0
L0959,2022-12-01,B0959,NY,38605,16.2,36,Current,A,home improvement,99497,MORTGAGE,0.25,0.76,7107.9,0.0
L0960,2021-03-23,B0960,NC,8758,20.5,36,Fully Paid,B,home improvement,124813,MORTGAGE,0.28,0.91,10553.39,0.0
L0961,2022-05-29,B0961,NY,24177,9.1,60,Fully Paid,G,home improvement,147192,OWN,0.49,0.58,26377.11,0.0
L0962,2023-03-26,B0962,CA,25022,19.5,36,Fully Paid,B,small business,71574,RENT,0.42,0.5,29901.29,0.0
L0963,2022-12-10,B0963,TX,6542,17.4,36,Charged Off,B,debt consolidation,148494,RENT,0.39,0.86,723.02,1622.45
L0964,2023-01-16,B0964,PA,26476,22.9,36,Fully Paid,D,credit card,61417,OWN,0.31,0.53,32539.0,0.0
L0965,2023-10-20,B0965,MI,31784,21.9,36,Current,B,debt consolidation,118020,MORTGAGE,0.44,0.69,2122.03,0.0
L0966,2022-12-08,B0966,TX,23740,11.3,36,Current,A,debt consolidation,113639,MORTGAGE,0.24,0.81,1468.47,0.0
L0967,2022-04-16,B0967,PA,25817,10.5,60,Fully Paid,A,other,95006,MORTGAGE,0.38,0.61,28527.78,0.0
L0968,2022-01-31,B0968,CA,17052,24.6,36,Current,B,small business,124881,RENT,0.5,0.54,6524.2,0.0
L0969,2021-09-18,B0969,CA,36153,15.5,36,Current,A,other,141862,RENT,0.23,0.85,6981.3,0.0
L0970,2023-03-16,B0970,IL,1671,23.1,36,Current,A,small business,69454,RENT,0.37,0.78,682.33,0.0
L0971,2023-07-23,B0971,MI,1163,8.3,36,Fully Paid,E,debt consolidation,31587,RENT,0.44,0.94,1259.53,0.0
L0972,2023-06-24,B0972,NC,5795,17.9,36,Fully Paid,A,debt consolidation,138107,RENT,0.47,0.65,6832.3,0.0
L0973,2023-12-13,B0973,GA,11634,21.2,36,Fully Paid,D,small business,145584,OWN,0.39,0.53,14100.41,0.0
L0974,2023-07-29,B0974,NY,5798,23.9,36,Current,E,debt consolidation,84710,RENT,0.21,0.83,1416.33,0.0
L0975,2023-05-04,B0975,NY,23420,11.7,36,Current,C,debt consolidation,116567,MORTGAGE,0.23,0.73,5945.15,0.0
L0976,2022-08-16,B0976,CA,30300,19.5,36,Fully Paid,B,credit card,121748,RENT,0.11,0.6,36208.5,0.0
L0977,2022-12-15,B0977,NY,25345,15.8,36,Charged Off,A,other,105886,OWN,0.4,0.85,6434.2,4640.18
L0978,2022-09-24,B0978,CA,11749,6.2,60,Fully Paid,D,other,48816,MORTGAGE,0.12,0.59,12477.44,0.0
L0979,2021-02-28,B0979,GA,39595,18.8,60,Charged Off,C,other,115824,OWN,0.45,0.62,12429.24,11066.94
L0980,2021-05-08,B0980,CA,26121,18.8,60,In Grace Period,D,home improvement,59432,MORTGAGE,0.15,0.54,0.0,0.0
L0981,2023-01-06,B0981,IL,38487,23.6,60,Charged Off,A,credit card,139758,RENT,0.17,0.68,7006.59,17357.92
L0982,2022-12-22,B0982,NC,29411,14.9,36,Current,F,other,78617,OWN,0.29,0.69,3079.75,0.0
L0983,2022-06-10,B0983,OH,34361,9.6,60,Fully Paid,A,other,102373,MORTGAGE,0.4,0.73,37659.66,0.0
L0984,2022-06-05,B0984,FL,22223,5.9,60,Fully Paid,B,credit card,64217,RENT,0.16,0.82,23534.16,0.0
L0985,2022-07-06,B0985,NC,8394,13.3,36,Current,B,debt consolidation,50884,MORTGAGE,0.28,0.91,2520.1,0.0
L0986,2021-08-25,B0986,NC,15056,11.0,60,Fully Paid,A,other,35454,OWN,0.29,0.56,16712.16,0.0
L0987,2022-05-09,B0987,TX,29380,20.2,60,Fully Paid,C,debt consolidation,104960,OWN,0.18,0.52,35314.76,0.0
L0988,2021-01-04,B0988,MI,27035,12.1,36,Current,D,other,132421,OWN,0.15,0.51,5329.68,0.0
L0989,2022-10-28,B0989,MI,31620,24.0,36,Fully Paid,E,small business,137173,OWN,0.43,0.56,39208.8,0.0
L0990,2022-03-18,B0990,PA,20877,24.2,36,Charged Off,E,home improvement,73618,RENT,0.3,0.8,4859.07,9308.75
L0991,2021-01-29,B0991,FL,31911,17.4,60,Current,C,other,113948,MORTGAGE,0.11,0.83,10885.67,0.0
L0992,2022-09-02,B0992,GA,33784,23.6,60,Current,D,small business,92671,RENT,0.42,0.85,9201.29,0.0
L0993,2023-03-16,B0993,OH,4191,20.2,36,Current,A,credit card,77111,OWN,0.49,0.61,1379.36,0.0
L0994,2021-03-16,B0994,OH,34160,15.9,36,Charged Off,C,small business,69613,MORTGAGE,0.34,0.64,8992.96,10741.33
L0995,2023-04-18,B0995,MI,26000,8.6,60,Current,A,credit card,115678,OWN,0.3,0.72,9955.62,0.0
L0996,2021-05-08,B0996,NC,4631,14.2,36,Current,B,other,132928,RENT,0.45,0.53,1702.69,0.0
L0997,2021-02-11,B0997,IL,7172,16.2,60,Fully Paid,B,credit card,89993,RENT,0.48,0.78,8333.86,0.0
L0998,2021-02-10,B0998,PA,24561,22.3,36,Charged Off,B,small business,38848,RENT,0.4,0.94,6392.17,9431.07
L0999,2023-07-23,B0999,CA,25817,14.6,36,Current,C,home improvement,144853,MORTGAGE,0.28,0.66,9178.11,0.0
L1000,2021-02-03,B1000,PA,21281,23.0,60,Fully Paid,F,debt consolidation,108672,MORTGAGE,0.34,0.84,26175.63,0.0
